id,category,difficulty,context,question,optionA,optionB,optionC,optionD,correct,explanation
29,句子辨析,medium,,"下列各句中沒有語病的一句是：","其實,逐一審查「語言」之定義、內涵、功能與作用，便可知手語系統與口語系統的異同。","融合教育的成功關鍵在於殘疾學生能否得到適切的支援和輔導,以及他們能否有效在主流學習環境成長和學習。","曾七次獲得環法賽冠軍但後被褫奪頭銜的美國單車手岩士唐，首度公開承認服用禁藥。","男遊客拿起管理員撈垃圾用的長竿網兜大力捅鱷魚。管理員無奈表示部分遊客屢勸不聽。",B,"正確答案是B。選項B句子結構完整，語義清晰。選項A「可知手語系統舆口語系統」表意不完整，應在末尾加上如「的異同」或「的關係」等。（已按解釋修改選項A）。選項C「褫奪七届環法賽冠軍的美國單車手岩士唐」中，「褫奪冠軍」的應是機構，而非單車手本人，應改為「曾七次獲得環法賽冠軍但後被褫奪頭銜的美國單車手岩士唐」或類似表述。（已按解釋修改選項C）。選項D「管理員無奈表示稱部分遊客屢勸不聽」中，「表示」和「稱」語義重複，應刪去其一。（已按解釋修改選項D）。（Context 來源：CRE 中文運用 模擬試卷一.docx，(三)句子辨析，第29題）"
30,句子辨析,medium,,"下列各句中沒有語病的一句是：","同學必須謹記,把課餘時間浪費在網絡遊戲上，是學習最大的障礙。","這次空難死傷慘重，據聞無人生還。","不論有什麼不幸的事情發生，祖父依然掛著慈祥的笑臉,照顧著他的外孫女。","無論是青蔥少年、耄耋老人，還是威武軍士、莘莘學子，大家都被台上的一部話劇作品深深感動,泣不成聲。",D,"正確答案是D。選項D語句通順，表意恰當。選項A「妨礙」是動詞，此處應使用名詞「障礙」，即「是學習最大的障礙」。（已按解釋修改選項A）。選項B「死傷罡多」與「没有一個生還者」語義上可能存在矛盾或不夠精確，若無人生還，則應直接說明死亡人數。可改為「死傷慘重，據聞無人生還。」（已按解釋修改選項B）。選項C「慈悲的笑臉」中，「慈悲」多用於形容內心和行為，形容「笑臉」略顯不自然，可改為「慈祥的笑臉」。（已按解釋修改選項C）。（Context 來源：CRE 中文運用 模擬試卷一.docx，(三)句子辨析，第30題）"
31,詞句運用,easy,"泉邊的蝴蝶樹像一位少女在俯身梳洗，______的身影倒映在泉水裡，使人彷彿看到影片《五朵金花》中的主人公金花就在眼前。","填入橫線部分最恰當的一項是：","楚楚可憐","千姿百態","哭喪著臉","婀娜多姿",D,"正確答案是D。「婀娜多姿」形容姿態柔軟而美好，符合對泉邊蝴蝶樹如少女般身影的描寫。選項A「楚楚可憐」形容姿態嬌弱，惹人憐愛，與此處語境不完全契合。選項B「千姿百態」形容姿態多樣，與單一「身影」的描寫不符。選項C「哭喪著臉」與美好意境完全相反。（Context 來源：CRE 中文運用 模擬試卷一.docx，(四)詞句運用，第31題）"
32,詞句運用,medium,"我們在南方要找一個有大院子的房間比登天還要難,然而在北京卻隨處皆是，夏可乘涼,冬可賞雪，沒有上海房屋的那種______。","填入橫線部分最恰當的一項是：","窘促","不適","舒適","優雅",A,"正確答案是A。「窘促」形容空間狹窄、局促，與前文描述的北京「隨處皆是」的大院子形成對比，也暗示了上海房屋空間可能較為緊張的特點。選項B「不適」過於籠統。選項C「舒適」和D「優雅」與文意中暗示的空間限制感不符。（Context 來源：CRE 中文運用 模擬試卷一.docx，(四)詞句運用，第32題）"
33,詞句運用,medium,"在三月裡，日子也會照例______。「春花」起了：春筍正好上市，有錢人愛的就是嘗新；收過油菜子，離小麥收割的日子也就______。春江水暖，鮮魚鮮蝦正在當令，只要你有功夫下水捕撈……乾癟的口袋活絡些了。\n柯靈《故園春》(節錄)","填入橫線部分最恰當的一項是：","一樣不遠","充滿希望還有一段日子","艱難 還有一段日子","好過些不遠",D,"正確答案是D。第一個空格描述三月的日子，結合後文描述的生機勃勃的景象（春花、春筍、鮮魚鮮蝦），日子應該是「好過些」。第二個空格描述離小麥收割的日子，既然油菜籽已收過，通常意味著農事進入下一階段，離收麥子「不遠」了。選項D「好過些 不遠」最符合語境和農時的自然過渡。（Context 來源：CRE 中文運用 模擬試卷一.docx，(四)詞句運用，第33題）"
34,詞句運用,medium,"在蒼翠的群山______之中，突然出現這一大片清澈碧綠的湖水，一種______之感油然而生。","填入橫線部分最恰當的一項是：","包圍惆悵","環抱 安靜","包圍莫名","環抱 寧謐",D,"正確答案是D。「環抱」比「包圍」更能體現群山環繞湖水的自然景象和美感。「寧謐」形容環境安靜平和，與清澈碧綠的湖水所帶來的感受相符。選項A「惆悵」情感不符。選項B「安静」不如「寧謐」書面和意境深遠。選項C「莫名」之感不夠具體。（Context 來源：CRE 中文運用 模擬試卷一.docx，(四)詞句運用，第34題）"
35,詞句運用,easy,"時間是非常寶貴且______的，而且人生短促，所以我們更要好好把握時間。如果不好好珍惜時間, ______時間只會白白溜走。","填入橫線部分最恰當的一項是：","千金不換年復一年","稍縱即逝驀然回首","稍縱即逝蹉跎歲月","分秒必爭 縱情聲色",C,"正確答案是C。「稍縱即逝」形容時間容易流逝，符合時間寶貴的特性。「蹉跎歲月」指虛度光陰，與不好好珍惜時間導致時間白白溜走的語境相符。選項A「年復一年」不夠強調流逝之快。選項B「驀然回首」與後文語意不搭。選項D「縱情聲色」與珍惜時間的主題相悖。（Context 來源：CRE 中文運用 模擬試卷一.docx，(四)詞句運用，第35題）"
36,詞句運用,medium,"雖然這個地區在有機農業發展上受到一定程度的______但因政府部門施以援手，幫助農民______了技術難題，最終這地方的有機玉米聲名大噪。","填入横線部分最恰當的一項是：","衝擊、攻克","削弱、克服","震動、打敗","威脅、攻下",A,"正確答案是A。「衝擊」可以指發展過程中遇到的困難或挑戰。「攻克」技術難題，表示成功解決了困難。選項B「削弱」不適用於描述發展受到的影響，「克服」雖可搭配難題，但「衝擊」更符合語境。選項C「震動」和「打敗」以及選項D「威脅」和「攻下」的搭配均不夠貼切。（Context 來源：CRE 中文運用 模擬試卷一.docx，(四)詞句運用，第36題）"
37,詞句運用,medium,"柳樹是天地流水差遣於大地上的愛的信使，______。村巷媒婆們捏弄下的婚姻，全不及柳下之盟來得幸福，來得如意。","填入横線部分最恰當的一項是：","在這條郵路已經有很久的歷史","由它撮合成的姻緣是最美滿的姻緣","很多美麗動人的婚禮都在它樹下進行","是愛與誠的永恆象徵",B,"正確答案是B。前文將柳樹比作「愛的信使」，後文提到「柳下之盟」的幸福婚姻，暗示柳樹與美好姻緣的關聯。選項B「由它撮合成的姻缘是最美满的姻缘」最能承接「愛的信使」的意象，並與後文的「柳下之盟」相呼應。其他選項與上下文的關聯性較弱。（Context 來源：CRE 中文運用 模擬試卷一.docx，(四)詞句運用，第37題）"
38,詞句運用,easy,"前面有一隻______的大猴子，當小猴子來搶東西吃的時候，它總是攔著,一巴掌把小猴子打得老遠。","填入横線部分最恰當的一項是：","沆瀣一氣","孔武有力","力透紙背","有恃無恐",B,"正確答案是B。「孔武有力」形容人勇猛又有力量，用來形容能一巴掌把小猴子打遠的大猴子比較合適。選項A「沆瀣一氣」是貶義詞，指臭味相投的人勾結在一起。選項C「力透紙背」形容書法遒勁有力或文章深刻有力。選項D「有恃無恐」指因為有所依仗而無所畏懼。這些均不適用於描述猴子的體格力量。（Context 來源：CRE 中文運用 模擬試卷一.docx，(四)詞句運用，第38題）"
39,句子辨析,easy,,"請將下列句子排出正確次序：(1) 適當的休息是最基本 (2) 便會給我們的生活帶來很多不便 (3) 因一旦戴上了眼鏡 (4) 我們要學會保護眼睛 (5) 正確的讀書和寫字姿勢亦不可少","4-3-1-2-5","4-1-5-3-2","4-3-2-1-5","4-1-3-5-2",B,"正確答案是B。合理的順序應為：首先提出總的觀點（4.我們要學會保護眼睛），然後闡述保護眼睛的具體方法（1.適當的休息是最基本，5.正確的讀書和寫字姿勢亦不可少），接著說明不這樣做的後果（3.因一旦戴上了眼鏡，2.便會給我們的生活帶來很多不便）。因此，4-1-5-3-2 的順序最為流暢和合乎邏輯。（Context 來源：CRE 中文運用 模擬試卷一.docx，句子排列，第39題）"
40,句子辨析,easy,,"請將下列句子排出正確次序：(1) 我們要自覺遵守各種規則 (2) 身在公共場所中 (3) 不能因自己方便而目中無人 (4) 要為社會的安寧作出一份微小的貢獻 (5) 為了保障他人的安全和自身利益","5-2-1-3-4","2-1-5-3-4","2-3-1-4-5","5-1-4-2-3",A,"正確答案是A。合理的順序應為：首先點出目的（5.為了保障他人的安全和自身利益），接著說明情境（2.身在公共場所中），然後提出應有的行為準則（1.我們要自覺遵守各種規則，3.不能因自己方便而目中無人），最後總結這樣做的意義（4.要為社會的安寧作出一份微小的貢獻）。因此，5-2-1-3-4 的順序最為流暢和合乎邏輯。（Context 來源：CRE 中文運用 模擬試卷一.docx，句子排列，第40題）"
41,句子辨析,medium,,"請將下列句子排出正確次序：(1) 都要依靠工具書的幫助 (2) 最常用的工具書是辭書和字典 (3) 要學好任何一門學科 (4) 從學生學習的需要和程度來說 (5) 學好中國語文科當然不會例外","4-1-3-5-2","4-2-3-5-1","3-1-5-4-2","3-4-1-5-2",C,"正確答案是C。合理的順序應為：首先提出一個普遍性的觀點（3.要學好任何一門學科），接著說明這個觀點的適用性（1.都要依靠工具書的幫助），然後具體到一個學科（5.學好中國語文科當然不會例外），再從特定角度說明常用的工具書（4.從學生學習的需要和程度來說，2.最常用的工具書是辭書和字典）。因此，3-1-5-4-2 的順序邏輯最為清晰。（Context 來源：CRE 中文運用 模擬試卷一.docx，句子排列，第41題）"
